,BASELINE_ANGLE,TOP_MARGIN,LETTER_SIZE,LINE_SPACING,WORD_SPACING,SLANT_ANGLE,IMAGE_NAME
654,2,0,2,2,2,1,f04-032.png
655,1,0,1,0,2,1,f04-035.png
656,2,0,1,0,1,1,f04-039.png
657,0,0,1,0,2,1,f04-043.png
658,0,0,1,0,2,1,f04-046.png
659,0,0,1,0,2,1,f04-049.png
660,2,0,2,0,2,1,f04-053.png
661,1,0,2,2,2,1,f04-057.png
662,1,0,1,0,2,1,f04-061.png
663,1,0,2,2,2,1,f04-064.png
664,1,0,1,0,2,1,f04-068.png
665,0,0,1,2,2,1,f04-071.png
666,1,1,0,1,2,1,f04-074.png
667,0,1,0,1,2,1,f04-079.png
668,2,0,2,2,2,1,f04-083.png
669,2,0,2,0,1,1,f04-087.png
670,1,1,0,2,1,1,f04-093.png
671,0,1,2,1,0,1,f04-096.png
672,0,1,0,1,2,1,f04-100.png
673,0,0,2,0,2,1,f07-000.png
674,1,1,2,1,0,1,f07-000b.png
675,2,1,0,1,2,1,f07-002.png
676,1,1,0,1,2,1,f07-006.png
677,0,1,0,1,2,1,f07-009.png
678,1,1,0,1,0,1,f07-013.png
679,1,1,0,1,2,1,f07-016.png
680,2,1,2,2,1,1,f07-019a.png
681,2,1,0,1,0,1,f07-019b.png
682,2,0,2,2,0,1,f07-021a.png
683,1,1,0,1,2,1,f07-021b.png
684,2,0,2,2,0,1,f07-024a.png
685,0,0,2,1,0,1,f07-024b.png
686,2,0,2,2,2,1,f07-028a.png
687,1,1,0,1,2,1,f07-028b.png
688,2,1,2,2,0,1,f07-032a.png
689,2,1,0,1,2,1,f07-032b.png
690,0,1,0,2,0,1,f07-036.png
691,0,1,2,0,1,1,f07-039a.png
692,0,1,0,2,2,1,f07-039b.png
693,1,0,2,2,0,1,f07-042a.png
694,1,0,2,2,0,1,f07-042b.png
695,1,1,0,1,2,1,f07-046a.png
696,0,1,0,2,2,1,f07-046b.png
697,2,1,2,2,0,1,f07-069.png
698,2,1,2,2,0,1,f07-073.png
699,0,0,2,2,0,1,f07-076a.png
700,1,1,2,2,0,1,f07-081a.png
701,2,1,2,0,0,1,f07-081b.png
702,2,0,1,2,2,1,f07-084a.png
703,2,1,2,2,0,1,f07-084b.png
704,2,1,2,2,1,1,f07-088a.png
705,0,1,0,2,2,1,f07-088b.png
706,2,0,2,2,2,1,f07-092a.png
707,0,1,2,0,0,1,f07-092b.png
708,2,1,0,2,0,1,f07-096.png
709,2,1,2,0,0,1,f07-101a.png
710,0,1,2,2,0,1,f07-101b.png
711,2,1,2,2,1,6,g01-000.png
712,1,1,2,0,0,6,g01-004.png
713,0,0,2,2,2,6,g01-008.png
714,1,1,2,2,1,6,g01-012.png
715,2,1,2,2,1,6,g01-016.png
716,0,1,0,1,2,6,g01-019.png
717,1,0,1,0,2,6,g01-022.png
718,0,0,1,0,1,6,g01-025.png
719,2,0,1,0,2,6,g01-027.png
720,2,0,2,2,2,6,g01-031.png
721,0,0,1,0,2,6,g01-034.png
722,0,0,1,0,2,6,g01-037.png
723,0,1,2,1,1,6,g01-039.png
724,2,1,0,1,0,6,g01-043.png
725,2,1,2,1,1,6,g01-045.png
726,0,1,0,2,2,6,g01-067.png
727,0,1,2,2,1,6,g01-070.png
728,1,1,2,2,1,6,g01-074.png
729,0,1,0,1,2,6,g01-083.png
730,1,1,0,1,2,6,g01-088.png
731,2,0,2,2,2,1,g02-059.png
732,2,1,2,2,1,1,g02-062.png
733,2,0,2,1,2,1,g02-065.png
734,2,0,2,0,1,6,g02-073.png
735,0,1,0,2,2,6,g03-000.png
736,0,1,0,0,2,1,g03-004.png
737,1,1,0,1,2,6,g03-016.png
738,0,0,2,2,2,1,g03-032.png
739,1,1,0,1,2,6,g03-040.png
740,1,1,0,1,1,6,g03-043.png
741,0,1,0,1,1,6,g03-049.png
742,1,1,0,1,2,6,g03-052.png
743,2,0,1,0,0,6,g03-058.png
744,2,0,1,0,0,6,g03-064.png
745,0,1,2,2,1,6,g04-003.png
746,2,1,2,0,1,6,g04-007.png
747,2,0,1,2,2,6,g04-011.png
748,2,0,1,0,1,6,g04-014.png
749,2,1,2,2,1,6,g04-017.png
750,0,1,2,2,1,6,g04-022.png
751,1,1,0,2,2,6,g04-026.png
752,2,0,1,0,2,6,g04-032.png
753,2,0,2,2,1,6,g04-036.png
754,2,0,1,2,0,6,g04-039.png
755,2,0,1,0,0,6,g04-043.png
756,2,0,1,0,2,1,g04-048.png
757,0,0,2,2,1,6,g04-052.png
758,2,1,2,2,1,6,g04-055.png
759,2,0,1,0,2,6,g04-060.png
760,2,0,1,0,2,6,g04-063.png
761,0,1,2,1,1,6,g04-068.png
762,0,1,2,2,1,6,g04-072.png
763,2,0,1,0,2,6,g04-077.png
764,2,0,1,0,2,6,g04-081.png
765,2,0,1,2,2,6,g04-088.png
766,2,0,2,2,1,6,g04-092.png
767,2,1,2,2,1,6,g04-095.png
768,1,1,0,2,0,6,g04-098.png
769,2,0,1,0,2,6,g04-101.png
770,0,1,2,2,1,6,g04-104.png
771,2,0,1,0,0,6,g04-108.png
772,1,1,0,2,2,1,g05-087.png
773,2,0,2,2,2,6,g05-094.png
774,2,0,2,2,2,1,g05-098.png
775,0,1,2,1,1,1,g06-011a.png
776,2,1,0,1,2,1,g06-011b.png
777,0,0,1,2,2,1,g06-011c.png
778,2,1,0,2,1,1,g06-011e.png
779,0,0,1,0,2,1,g06-011f.png
780,2,1,0,2,2,1,g06-011g.png
781,2,1,2,2,0,1,g06-011h.png
782,2,0,2,2,2,1,g06-011i.png
783,2,1,2,1,1,1,g06-011j.png
784,2,1,0,1,2,1,g06-011k.png
785,1,1,2,2,0,1,g06-011l.png
786,1,1,0,1,2,1,g06-011m.png
787,1,1,2,2,0,1,g06-011n.png
788,1,1,0,1,2,1,g06-011o.png
789,2,1,2,2,0,1,g06-011p.png
790,0,1,2,2,0,1,g06-011r.png
791,2,0,2,2,2,1,g06-018a.png
792,0,1,0,1,2,1,g06-018b.png
793,2,0,1,0,2,1,g06-018c.png
794,0,0,1,2,2,1,g06-018d.png
795,0,1,2,2,1,1,g06-018e.png
796,0,0,2,0,1,1,g06-018f.png
797,2,1,0,2,0,1,g06-018g.png
798,2,0,2,2,2,1,g06-018h.png
799,0,0,2,0,2,1,g06-018i.png
800,0,1,0,2,0,1,g06-018j.png
801,2,1,2,2,1,1,g06-018k.png
802,0,0,2,0,2,1,g06-018l.png
803,2,1,2,2,0,1,g06-018m.png
804,1,1,2,2,0,1,g06-018n.png
805,2,1,0,1,2,1,g06-018o.png
806,2,0,2,2,2,1,g06-018p.png
807,2,0,2,2,2,1,g06-018r.png
808,1,1,0,0,0,1,g06-026a.png
809,1,1,0,2,2,1,g06-026b.png
810,0,0,2,0,2,1,g06-026c.png
811,0,1,0,0,2,1,g06-026d.png
812,0,1,2,0,0,1,g06-026e.png
813,0,0,1,0,2,1,g06-026f.png
814,2,1,0,0,0,1,g06-026g.png
815,2,1,2,0,0,1,g06-026h.png
816,2,0,2,0,2,1,g06-026i.png
817,2,1,0,2,0,1,g06-026j.png
818,2,1,2,2,1,1,g06-026k.png
819,2,0,1,0,2,1,g06-026l.png
820,2,1,0,2,0,1,g06-026m.png
821,2,1,0,2,2,1,g06-026n.png
822,0,1,0,2,2,1,g06-026o.png
823,1,1,0,0,0,1,g06-026p.png
824,0,1,2,0,0,1,g06-026r.png
825,0,1,2,2,0,1,g06-031a.png
826,1,1,0,1,0,1,g06-031b.png
827,2,0,1,0,2,1,g06-031c.png
828,0,1,2,2,0,1,g06-031d.png
829,2,1,2,2,0,1,g06-031e.png
830,0,0,2,0,2,1,g06-031f.png
831,2,1,2,2,0,1,g06-031g.png
832,0,0,2,2,2,1,g06-031h.png
833,0,0,1,0,2,1,g06-031i.png
834,2,1,0,1,2,1,g06-031j.png
835,2,1,2,2,1,1,g06-031k.png
836,2,0,1,0,2,1,g06-031l.png
837,2,0,1,2,2,1,g06-031m.png
838,2,1,0,1,2,1,g06-031n.png
839,0,1,0,1,2,1,g06-031o.png
840,2,1,2,2,0,1,g06-031p.png
841,2,0,2,0,1,1,g06-031r.png
842,2,1,2,1,0,1,g06-037b.png
843,0,0,1,2,2,1,g06-037c.png
844,0,1,0,1,0,1,g06-037d.png
845,0,1,2,2,0,1,g06-037e.png
846,0,0,2,2,1,1,g06-037f.png
847,2,0,2,2,1,1,g06-037g.png
848,2,0,2,1,2,1,g06-037h.png
849,2,0,1,2,2,1,g06-037i.png
850,0,1,2,1,1,1,g06-037j.png
851,2,1,2,1,1,1,g06-037k.png
852,1,0,1,2,2,1,g06-037l.png
853,2,1,0,1,0,1,g06-037m.png
854,2,1,2,1,0,1,g06-037n.png
855,0,1,0,1,2,1,g06-037o.png
856,2,0,2,2,2,1,g06-037p.png
857,2,0,2,2,2,1,g06-037r.png
858,1,1,2,0,0,1,g06-042a.png
859,2,1,2,2,0,1,g06-042b.png
860,2,0,1,0,2,1,g06-042c.png
861,0,0,2,0,1,1,g06-042d.png
862,0,0,2,0,2,1,g06-042e.png
863,0,0,1,0,2,1,g06-042f.png
864,2,1,2,0,0,1,g06-042g.png
865,1,0,1,0,2,1,g06-042h.png
866,0,0,1,0,2,1,g06-042i.png
867,0,1,0,0,0,1,g06-042j.png
868,2,1,0,2,2,1,g06-042k.png
869,2,0,1,0,2,1,g06-042l.png
870,1,0,1,0,2,1,g06-042m.png
871,0,1,0,2,0,1,g06-042n.png
872,2,1,0,2,2,1,g06-042o.png
873,2,0,2,0,2,1,g06-042p.png
874,0,0,1,0,2,1,g06-042r.png
875,0,1,2,2,0,1,g06-045a.png
876,0,1,0,2,0,1,g06-045b.png
877,0,0,1,0,2,1,g06-045c.png
878,0,0,2,2,2,1,g06-045d.png
879,2,0,2,2,2,1,g06-045e.png
880,0,0,2,0,2,1,g06-045f.png
881,2,0,1,0,2,1,g06-045g.png
882,2,0,2,0,2,1,g06-045h.png
883,0,0,1,0,2,1,g06-045i.png
884,2,0,2,2,1,1,g06-045j.png
885,2,1,2,2,0,1,g06-045k.png
886,0,0,1,0,2,1,g06-045l.png
887,2,0,2,2,1,1,g06-045m.png
888,0,1,0,2,0,1,g06-045n.png
889,2,1,2,2,0,1,g06-045o.png
890,0,0,1,2,2,1,g06-045p.png
891,0,0,1,0,2,1,g06-045r.png
892,2,0,2,2,2,1,g06-047a.png
893,2,1,2,2,1,1,g06-047b.png
894,2,0,2,0,2,1,g06-047c.png
895,0,0,2,0,2,1,g06-047d.png
896,0,1,2,2,0,1,g06-047e.png
897,2,0,2,0,2,1,g06-047f.png
898,0,1,2,0,0,1,g06-047g.png
899,2,0,2,0,2,1,g06-047h.png
900,2,0,1,0,2,1,g06-047i.png
901,0,0,2,2,2,1,g06-047j.png
902,2,1,2,2,1,1,g06-047k.png
903,2,0,2,0,2,1,g06-047l.png
904,2,1,0,2,0,1,g06-047m.png
905,2,0,2,2,2,1,g06-047n.png
906,1,1,0,1,2,1,g06-047o.png
907,2,1,2,2,0,1,g06-047p.png
908,2,1,2,0,0,1,g06-047r.png
909,1,1,0,2,2,1,g06-050a.png
910,2,1,0,2,2,1,g06-050b.png
911,1,1,2,0,0,1,g06-050c.png
912,2,1,0,2,2,1,g06-050d.png
913,0,1,0,2,2,1,g06-050e.png
914,0,1,0,0,2,1,g06-050f.png
915,2,1,0,2,0,1,g06-050g.png
916,1,0,2,2,2,1,g06-050h.png
917,2,0,2,0,2,1,g06-050i.png
918,1,1,2,2,1,1,g06-050j.png
919,2,1,0,1,0,1,g06-050k.png
920,0,0,1,2,2,1,g06-050l.png
921,2,1,0,1,2,1,g06-050m.png
922,2,1,0,1,2,1,g06-050n.png
923,0,1,0,1,2,1,g06-050o.png
924,2,1,2,2,1,1,g06-050p.png
925,0,1,2,0,0,1,g06-050r.png
926,0,0,1,0,2,1,g06-089.png
927,2,0,1,0,2,1,g06-093.png
928,2,0,1,0,2,1,g06-096.png
929,2,0,1,0,2,1,g06-101.png
930,2,0,2,0,2,1,g06-105.png
931,2,0,1,0,2,1,g06-109.png
932,2,0,1,0,2,1,g06-115.png
933,2,1,2,2,0,1,g07-000a.png
934,1,1,0,1,2,1,g07-000b.png
935,2,0,2,2,2,1,g07-003a.png
936,0,0,1,2,0,1,g07-003b.png
937,2,1,2,2,0,1,g07-007a.png
938,2,1,2,0,0,1,g07-007b.png
939,1,1,2,2,0,1,g07-010b.png
940,2,0,2,2,0,1,g07-014.png
941,2,1,2,0,0,1,g07-014b.png
942,1,1,2,1,0,1,g07-018a.png
943,0,1,0,2,0,1,g07-022a.png
944,0,1,0,2,2,1,g07-022b.png
945,0,1,0,2,2,1,g07-026a.png
946,2,1,0,1,2,1,g07-026b.png
947,0,0,2,2,0,1,g07-028a.png
948,2,1,2,2,1,1,g07-028b.png
949,2,1,2,2,0,1,g07-030.png
950,0,1,0,2,2,1,g07-034.png
951,1,1,2,1,0,1,g07-038.png
952,1,1,2,2,0,1,g07-042.png
953,2,1,2,1,0,1,g07-044.png
954,2,1,2,1,0,1,g07-047.png
955,1,1,0,2,0,1,g07-050.png
956,0,0,1,0,0,1,g07-065.png
957,2,0,1,0,2,1,g07-069a.png
958,1,1,2,1,1,1,g07-071a.png
959,2,1,2,1,0,1,g07-074a.png
960,1,1,0,2,1,1,g07-077a.png
961,0,1,0,1,2,1,g07-079a.png
962,0,0,1,0,2,1,g07-084.png
963,2,1,0,1,2,6,h01-000.png
964,1,1,2,0,1,6,h01-004.png
965,0,1,0,1,2,6,h01-007.png
966,1,0,2,2,1,6,h01-010.png
967,2,0,2,2,2,6,h01-014.png
968,0,1,2,2,1,6,h01-018.png
969,2,1,0,2,2,1,h01-024.png
970,2,1,0,1,2,6,h01-027.png
971,0,1,0,1,0,1,h01-030.png
972,2,0,2,2,1,6,h02-004.png
973,2,0,1,2,0,6,h02-008.png
974,0,1,2,2,1,6,h02-012.png
975,2,1,2,2,1,6,h02-017.png
976,1,0,1,1,1,1,h02-019.png
977,0,0,2,2,2,1,h02-022.png
978,1,0,1,0,2,6,h02-024.png
979,1,0,2,2,2,6,h02-028.png
980,2,0,2,2,2,1,h02-035.png
981,1,1,2,1,1,1,h02-037.png
982,1,1,0,1,2,6,h02-040.png
983,1,1,2,2,1,6,h02-043.png
984,2,0,2,0,2,6,h02-049.png
985,2,0,1,2,2,6,h04-000.png
986,1,0,1,2,2,6,h04-007.png
987,2,0,1,2,2,6,h04-021.png
988,0,1,2,2,1,6,h04-025.png
989,2,1,2,1,1,1,h04-028.png
990,1,0,2,2,1,6,h04-035.png
991,1,0,2,0,1,6,h04-049.png
992,2,0,1,2,2,6,h04-052.png
993,2,0,1,2,2,6,h04-055.png
994,2,0,2,2,2,6,h04-057.png
995,2,0,1,2,2,6,h04-061.png
996,1,0,2,0,2,6,h04-071.png
997,0,1,0,2,0,6,h04-074.png
998,0,0,1,0,0,6,h04-078.png
999,1,0,1,2,2,6,h04-082.png
1000,2,1,2,2,1,6,h05-012.png
1001,2,0,1,0,2,1,h06-000.png
1002,2,0,1,0,2,1,h06-003.png
1003,1,1,2,2,0,1,h06-079.png
1004,0,1,2,1,0,1,h06-082.png
1005,0,1,2,1,0,1,h06-085.png
1006,0,1,2,1,0,1,h06-089.png
1007,0,0,2,1,1,1,h06-092.png
1008,0,1,2,2,0,1,h06-096.png
1009,0,0,1,0,0,1,h07-000.png
1010,1,0,1,2,0,1,h07-003.png
1011,1,0,2,2,0,1,h07-007.png
1012,2,0,2,0,0,1,h07-011.png
1013,1,1,0,1,2,1,h07-013.png
1014,2,1,0,1,0,1,h07-017.png
1015,1,1,0,1,2,1,h07-020.png
1016,2,1,0,1,2,1,h07-023.png
1017,2,1,2,1,0,1,h07-025.png
1018,1,1,0,1,2,1,h07-025a.png
1019,0,0,2,2,0,1,h07-028.png
1020,1,1,0,2,1,1,h07-028a.png
1021,2,1,2,2,0,1,h07-030.png
1022,2,1,2,1,1,1,h07-030a.png
1023,2,1,0,2,0,1,h07-033.png
1024,2,1,0,1,0,1,h07-033a.png
1025,0,1,2,2,0,1,h07-037.png
1026,1,1,0,2,2,1,h07-037a.png
1027,1,0,2,2,0,0,h07-040.png
1028,1,1,0,1,0,1,h07-040b.png
1029,2,0,2,2,0,0,h07-044a.png
1030,2,1,0,2,1,1,h07-051b.png
1031,1,1,0,1,2,1,h07-054a.png
1032,1,1,0,2,0,1,h07-057a.png
1033,2,1,2,2,0,1,h07-060a.png
1034,2,1,0,1,2,1,h07-060b.png
1035,0,1,0,1,2,1,h07-063a.png
1036,2,1,0,1,2,1,h07-063b.png
1037,2,1,0,2,0,1,h07-066a.png
1038,1,1,0,1,2,1,h07-066b.png
1039,1,1,2,0,0,1,h07-069.png
1040,2,1,0,2,2,1,h07-069a.png
1041,1,1,0,2,0,1,h07-071.png
1042,1,1,0,1,2,1,h07-071a.png
1043,1,1,2,2,0,1,h07-075.png
1044,1,1,0,1,2,1,h07-075a.png
1045,2,1,2,2,0,0,h07-078.png
1046,1,1,0,1,2,1,h07-078a.png
1047,1,1,0,1,0,1,h07-080.png
1048,1,1,0,1,2,1,h07-080a.png
1049,1,1,0,1,2,1,h07-084.png
1050,2,1,2,0,0,1,h07-087.png
1051,1,0,2,2,0,1,j01-042.png
1052,2,0,1,2,2,1,j01-045.png
1053,0,0,1,0,0,1,j01-049.png
1054,0,0,1,0,2,1,j01-059.png
1055,2,0,2,2,1,1,j01-063.png
1056,0,1,2,1,1,1,j01-066.png
1057,2,0,1,0,1,1,j01-070.png
1058,1,1,2,1,1,1,j04-008.png
1059,0,0,1,0,0,1,j04-012.png
1060,0,1,2,2,1,1,j04-015.png
1061,0,0,2,2,2,1,j04-019.png
1062,2,0,2,2,1,1,j04-024.png
1063,0,0,1,2,2,1,j04-035.png
1064,2,0,1,2,2,1,j04-039.png
1065,2,0,1,2,2,1,j04-046.png
1066,1,0,1,0,2,1,j04-053.png
1067,0,0,1,0,2,1,j04-061.png
1068,1,0,1,0,2,1,j04-065.png
1069,2,1,2,1,0,1,j04-070.png
1070,2,0,2,2,2,1,j04-076.png
1071,2,0,1,0,2,1,j04-080.png
1072,0,0,1,0,0,1,j04-094.png
1073,0,0,2,2,1,1,j04-098.png
1074,0,0,1,0,2,1,j04-103.png
1075,0,0,1,2,2,1,j04-111.png
1076,0,0,1,0,2,1,j04-115.png
1077,2,1,2,1,1,1,j06-000.png
1078,0,0,2,2,2,1,j06-005.png
1079,0,1,2,1,1,1,j06-008.png
1080,2,1,0,1,1,1,j06-014.png
1081,0,1,2,1,1,1,j06-018.png
1082,0,0,2,1,2,1,j06-022.png
1083,0,0,2,1,2,1,j06-026.png
1084,1,0,1,2,1,1,j06-030.png
1085,0,0,2,1,2,1,j06-034.png
1086,1,1,2,1,1,1,j06-051.png
1087,1,1,2,2,1,1,j06-056.png
1088,0,1,2,2,0,1,j07-000.png
1089,1,1,0,1,2,1,j07-005.png
1090,1,1,2,0,0,1,j07-009.png
1091,1,1,2,2,0,1,j07-012.png
1092,1,1,2,2,0,1,j07-015.png
1093,2,0,1,0,2,6,k01-051.png
1094,0,1,2,0,1,6,k02-018.png
1095,2,1,0,2,2,6,k02-023.png
1096,2,0,1,0,2,6,k02-029.png
1097,0,0,2,0,1,6,k02-036.png
1098,2,1,2,0,1,6,k02-053.png
1099,1,1,0,2,2,6,k02-062.png
1100,2,0,1,2,1,6,k02-067.png
1101,0,1,2,0,1,6,k02-076.png
1102,2,1,2,0,1,6,k02-093.png
1103,2,1,2,2,1,6,k02-097.png
1104,0,0,1,0,2,6,k02-102.png
1105,0,0,1,0,2,6,k02-112.png
1106,2,0,2,2,2,6,k02-117.png
1107,0,0,2,2,2,1,k03-117.png
1108,2,0,1,0,2,1,k03-138.png
1109,2,0,1,2,2,1,k03-144.png
1110,2,1,2,2,1,6,k03-152.png
1111,0,0,2,0,1,6,k03-157.png
1112,2,0,1,0,2,6,k03-164.png
1113,2,0,2,0,1,1,k03-180.png
1114,2,0,2,0,2,6,k04-000.png
1115,1,1,2,2,1,6,k04-005.png
1116,2,1,2,1,1,6,k04-010.png
1117,1,1,2,2,0,6,k04-014.png
1118,1,0,1,2,2,6,k04-017.png
1119,0,0,2,2,2,6,k04-022.png
1120,0,0,1,0,2,6,k04-028.png
1121,0,0,2,2,2,6,k04-033.png
1122,1,1,0,2,0,1,k04-039.png
1123,1,1,2,0,1,6,k04-050.png
1124,0,0,2,2,1,6,k04-054.png
1125,0,1,2,2,1,6,k04-057.png
1126,0,0,1,2,2,1,k04-061.png
1127,2,0,1,0,2,6,k04-064.png
1128,1,0,2,2,2,1,k04-068.png
1129,0,0,2,0,1,6,k04-075.png
1130,1,1,0,1,2,6,k04-079.png
1131,0,0,1,0,2,6,k04-085.png
1132,1,0,1,2,2,1,k04-093.png
1133,2,0,1,0,2,6,k04-099.png
1134,2,0,2,2,2,1,k04-103.png
1135,0,0,1,2,2,6,k04-106.png
1136,2,1,2,1,0,1,k04-110.png
1137,2,1,2,2,1,1,k04-115.png
1138,1,1,2,2,1,1,k04-119.png
1139,2,0,2,2,1,6,k04-126.png
1140,0,0,1,1,1,1,k04-136.png
1141,2,1,0,2,2,1,k04-142.png
1142,2,1,2,0,1,6,k04-149.png
1143,0,1,2,2,1,6,k04-156.png
1144,2,0,2,2,2,6,k04-163.png
1145,0,0,2,2,0,0,k07-059a.png
1146,0,0,1,0,0,0,k07-063a.png
1147,2,0,2,0,0,0,k07-067a.png
1148,0,0,2,0,0,0,k07-077.png
1149,0,0,2,0,0,0,k07-085.png
1150,0,1,2,2,0,0,k07-122.png
1151,0,1,2,0,0,0,k07-125.png
1152,1,1,0,2,2,0,k07-134.png
1153,1,1,0,2,0,0,k07-141.png
1154,0,1,0,2,2,0,k07-146.png
1155,1,0,1,0,0,0,k07-152.png
1156,2,0,1,0,0,0,k07-158.png
1157,2,0,1,0,0,0,k07-166.png
1158,2,0,1,0,0,0,k07-176.png
1159,2,1,2,1,2,0,k07-185.png
1160,1,1,0,1,2,1,l01-000.png
1161,2,0,1,0,2,1,l01-007.png
1162,2,0,1,0,2,0,l01-016.png
1163,2,0,2,0,1,1,l01-023.png
1164,2,1,2,1,1,1,l01-030.png
1165,2,0,2,2,2,1,l01-050.png
1166,2,1,0,1,2,1,l01-065.png
1167,0,0,2,0,2,1,l01-082.png
1168,2,0,1,0,2,1,l01-095.png
1169,0,0,1,1,2,1,l01-105.png
1170,0,0,1,0,1,1,l01-111.png
1171,0,0,2,0,2,1,l01-119.png
1172,2,0,1,0,2,1,l01-129.png
1173,2,0,1,2,2,1,l01-133.png
1174,2,1,2,2,1,1,l01-143.png
1175,0,0,1,0,0,1,l01-157.png
1176,2,0,2,2,2,1,l01-173.png
1177,2,1,0,2,2,1,l01-179.png
1178,0,1,0,1,0,1,l01-187.png
1179,2,0,2,0,2,1,l01-195.png
1180,1,1,2,1,1,1,l01-199.png
1181,2,0,1,2,1,1,l03-000.png
1182,2,1,2,1,0,1,l03-004.png
1183,0,1,2,2,0,1,l03-008.png
1184,0,0,1,0,2,1,l04-000.png
1185,0,0,1,2,2,1,l04-005.png
1186,0,1,2,1,1,1,l04-012.png
1187,2,0,2,0,2,1,l04-020.png
1188,0,0,2,2,2,1,l04-026.png
1189,2,0,1,0,2,1,l04-034.png
1190,1,0,1,0,0,1,l04-043.png
1191,2,0,2,2,2,0,l04-052.png
1192,0,0,1,2,1,0,l04-062.png
1193,0,1,2,0,0,1,l04-066.png
1194,0,0,1,2,2,1,l04-071.png
1195,0,1,0,1,2,1,l04-082.png
1196,1,0,1,0,2,1,l04-087.png
1197,1,0,2,2,1,1,l04-093.png
1198,0,0,1,1,2,0,l04-098.png
1199,1,0,2,2,2,1,l04-102.png
1200,2,0,2,2,1,1,l04-106.png
1201,2,0,1,0,2,1,l04-113.png
1202,2,1,2,0,0,1,l04-118.png
1203,2,0,2,2,2,1,l04-124.png
1204,2,0,1,2,2,1,l04-130.png
1205,0,0,2,2,1,1,l04-136.png
1206,2,0,1,2,2,1,l04-141.png
1207,0,0,1,0,2,1,l04-147.png
1208,0,1,2,2,1,1,l04-153.png
1209,1,1,2,2,0,1,l04-159.png
1210,0,0,1,0,2,1,l04-163.png
1211,0,0,1,0,2,1,l04-170.png
1212,2,0,1,0,2,1,l04-174.png
1213,1,0,1,2,2,1,l04-179.png
1214,0,0,2,0,0,1,l07-052.png
1215,0,0,2,0,0,1,l07-065.png
1216,0,0,2,0,0,1,l07-074.png
1217,2,0,1,0,2,1,l07-080.png
1218,2,1,2,0,0,1,l07-085.png
1219,2,0,1,0,0,1,l07-103.png
1220,2,0,1,0,0,1,l07-111.png
1221,2,0,2,2,2,1,l07-118.png
1222,2,0,2,2,2,1,l07-131.png
1223,0,1,2,2,0,1,l07-135.png
1224,2,1,2,2,0,1,l07-138.png
1225,0,0,2,2,0,1,l07-172.png
1226,1,0,2,0,0,1,l07-176.png
1227,1,0,2,2,0,1,l07-181.png
1228,1,1,2,2,0,1,l07-187.png
1229,0,0,1,0,2,1,l07-190.png
1230,0,0,1,0,2,6,m01-000.png
1231,0,1,0,1,2,6,m01-012.png
1232,2,1,0,2,2,6,m01-017.png
1233,0,0,1,0,2,6,m01-022.png
1234,2,1,2,2,1,6,m01-026.png
1235,2,0,1,2,2,6,m01-032.png
1236,2,1,0,1,2,6,m01-038.png
1237,0,1,2,1,0,6,m01-049.png
1238,1,1,2,2,0,6,m01-060.png
1239,0,1,0,2,0,6,m01-079.png
1240,2,0,1,0,2,6,m01-084.png
1241,1,0,1,2,1,6,m01-090.png
1242,0,1,2,2,0,6,m01-095.png
1243,0,0,2,0,2,6,m01-100.png
1244,1,1,2,2,0,6,m01-104.png
1245,1,1,0,1,0,1,m01-110.png
1246,0,1,0,2,2,6,m01-115.png
1247,1,0,2,1,2,1,m01-121.png
1248,0,0,2,1,2,1,m01-125.png
1249,0,1,0,2,0,1,m01-131.png
1250,0,1,2,1,0,1,m01-136.png
1251,0,0,2,2,1,6,m01-149.png
1252,1,1,2,2,0,1,m01-160.png
1253,2,1,2,1,0,6,m02-048.png
1254,0,1,0,2,0,6,m02-052.png
1255,2,1,2,2,0,6,m02-055.png
1256,1,1,2,2,0,1,m02-059.png
1257,1,0,2,2,2,6,m02-066.png
1258,1,1,0,1,2,6,m02-069.png
1259,1,1,0,2,2,6,m02-072.png
1260,0,0,1,0,2,1,m02-075.png
1261,2,1,2,2,0,1,m02-080.png
1262,0,0,2,1,1,6,m02-083.png
1263,2,1,2,0,0,1,m02-087.png
1264,0,0,1,1,2,6,m02-090.png
1265,0,1,2,2,0,1,m02-095.png
1266,1,0,1,0,2,6,m02-102.png
1267,2,0,2,1,2,6,m02-106.png
1268,0,1,0,1,2,6,m02-109.png
1269,2,1,2,0,2,6,m02-112.png
1270,2,1,2,1,0,1,m03-006.png
1271,2,1,0,2,0,1,m03-013.png
1272,1,0,2,0,2,1,m03-020.png
1273,2,1,2,2,0,1,m03-033.png
1274,1,1,2,1,0,1,m03-062.png
1275,0,1,2,2,1,6,m03-095.png
1276,2,1,0,1,0,6,m03-110.png
1277,2,1,2,1,0,1,m03-114.png
1278,2,0,1,0,0,6,m03-118.png
1279,2,1,2,2,1,6,m04-000.png
1280,0,1,0,2,2,6,m04-007.png
1281,1,0,1,0,0,1,m04-012.png
1282,0,1,2,2,0,6,m04-019.png
1283,2,0,1,0,2,6,m04-024.png
1284,0,1,0,2,0,6,m04-030.png
1285,0,1,0,2,1,6,m04-038.png
1286,0,1,0,2,2,6,m04-043.png
1287,2,1,0,2,2,6,m04-061.png
1288,2,1,2,1,0,6,m04-072.png
1289,2,1,0,2,2,6,m04-078.png
1290,1,1,2,1,1,6,m04-081.png
1291,2,0,2,2,2,6,m04-093.png
